No,상품명,cate_code,대분류,중분류,소분류,세분류,prd_key
38213,남자기능성긴팔 쿨이너웨어 등산이너웨어 기능성목티 스포츠,50002634,스포츠/레저,등산,등산의류,기능성언더웨어,스포츠/레저$등산$등산의류$기능성언더웨어
38214,숯가습기 공기정화숯 숯화분 참숯 백탄,50001792,생활/건강,원예/식물,숯부작,N,생활/건강$원예/식물$숯부작$N
38215,SP011 갤럭시노트10 5G 플러스 스마트펜 커버 케이스 기타 주변기기,50007236,디지털/가전,태블릿PC액세서리,터치펜/기타,N,디지털/가전$태블릿PC액세서리$터치펜/기타$N
38216,스프링노트 수첩 제본노트 연습장 오답노트 비닐노트,50003556,생활/건강,문구/사무용품,노트/수첩,노트,생활/건강$문구/사무용품$노트/수첩$노트
38217,태광 촉촉한 비누 140g,50000288,화장품/미용,바디케어,목욕비누,N,화장품/미용$바디케어$목욕비누$N
38218,오리온 송이모자 203g,50002000,식품,과자/베이커리,초콜릿,N,식품$과자/베이커리$초콜릿$N
38219,초경량 라이딩 헬멧 자전거헬멧 인라인헬멧 다용도,50002846,스포츠/레저,자전거,자전거용품,헬멧,스포츠/레저$자전거$자전거용품$헬멧
38220,겨자씨 백개자 홀그레인 머스타드 소스 재료 600g,50012421,식품,조미료,기타조미료,N,식품$조미료$기타조미료$N
38221,KVM USB VGA 어댑터 KA7170 - PC액세서리 PC액세서리 기타,50001497,디지털/가전,네트워크장비,KVM케이블,N,디지털/가전$네트워크장비$KVM케이블$N
38222,더마비 내러티브 바디로션 말차바닐릭 300ml,50000408,화장품/미용,바디케어,바디로션,N,화장품/미용$바디케어$바디로션$N
38223,노스페이스 코튼 베이직 스웨트셔츠 NM5MN90A,50002631,스포츠/레저,등산,등산의류,긴팔티셔츠,스포츠/레저$등산$등산의류$긴팔티셔츠
38224,삼성전자 게임용 윈10UP 2100 8G SSD+500G GTS450 컴퓨터본체,50001737,디지털/가전,PC,브랜드PC,N,디지털/가전$PC$브랜드PC$N
38225,농심 건강한쌀 튀김가루 450g 6봉,50012841,식품,가루/분말류,튀김가루,N,식품$가루/분말류$튀김가루$N
38226,가정용 휴대용 소형 제빙기 고급전용가방,50002569,디지털/가전,주방가전,전용냉장고,제빙기,디지털/가전$주방가전$전용냉장고$제빙기
38227,LK 실리콘패드 특대 흰 600 X 440,50004817,생활/건강,주방용품,제과/제빵용품,작업판/매트,생활/건강$주방용품$제과/제빵용품$작업판/매트
38228,[기타] 바보사랑P_임산부가타고말풍선 반사+주유구날개우측 가솔린W,50004057,생활/건강,자동차용품,익스테리어용품,스티커,생활/건강$자동차용품$익스테리어용품$스티커
38229,업소용 냉동 참조기 약7.2kg 300-400g 사이즈 특상품 큰냉동조기 약60마리 선물용생선,50004687,식품,수산물,생선,조기,식품$수산물$생선$조기
38230,과일의 명작 행복 혼합선물세트 7.5kg내외,50002195,식품,농산물,과일,과일세트,식품$농산물$과일$과일세트
38231,보니숑 유모차 쿨시트  앤시크,50003864,출산/육아,유모차,유모차용품,유모차시트,출산/육아$유모차$유모차용품$유모차시트
38232,H코일 0.5옴 1개 아스베이프 히타 코일 호환,50006131,생활/건강,건강관리용품,전자담배 액세서리,N,생활/건강$건강관리용품$전자담배액세서리$N
38233,오토브라이트다이렉트 휠 타이어 전용 세차장갑 워시미트,50003942,생활/건강,자동차용품,세차용품,세차장갑,생활/건강$자동차용품$세차용품$세차장갑
38234,더나은비타 더나은 탱탱콜라겐 3g x 30포,50007037,식품,다이어트식품,콜라겐,N,식품$다이어트식품$콜라겐$N
38235,여자자켓 진네이비 (가락중) 교복자켓 교복 학생복 교복 유아동의류 출산육아 멋있는 감사,50007118,출산/육아,유아동의류,교복,N,출산/육아$유아동의류$교복$N
38236,타임북 바코드스캐너 2D QR코드 리더기 본사직판+거치대증정,50002953,디지털/가전,주변기기,스캐너,바코드스캐너,디지털/가전$주변기기$스캐너$바코드스캐너
38237,캐릭터 신장계 키재는 기계 동물 벽 부착 측정,50002046,생활/건강,건강측정용품,신장계,N,생활/건강$건강측정용품$신장계$N
38238,아이담테크 MP-20,50001974,디지털/가전,음향가전,MP3,N,디지털/가전$음향가전$MP3$N
38239,담터 담터 호두 아몬드 율무차 50T,50002596,식품,음료,차류,율무차,식품$음료$차류$율무차
38240,침실 3D 입체 따뜻한 배경 벽지 침대 머리 스티커,50003327,가구/인테리어,DIY자재/용품,벽지,띠벽지,가구/인테리어$DIY자재/용품$벽지$띠벽지
38241,에이치엔하나 무형광 페이퍼타올 핸드타올 5000매 업소용 화장실,50002488,생활/건강,생활용품,화장지,페이퍼타월,생활/건강$생활용품$화장지$페이퍼타월
38242,자동차 재떨이 차량용 인테리어 소품 조명 휴대용 led,50004087,생활/건강,자동차용품,인테리어용품,차량용재떨이,생활/건강$자동차용품$인테리어용품$차량용재떨이
38243,효성컴퍼니 리드아이 네비게이션 외장형 실외 DMB 안테나 스윙,50002734,디지털/가전,자동차기기,내비게이션/액세서리,내비게이션액세서리,디지털/가전$자동차기기$내비게이션/액세서리$내비게이션액세서리
38244,스타일 3 S925실버 순은목걸이 실버목걸이 은목걸이 은체인,50004171,패션잡화,주얼리,목걸이,은목걸이,패션잡화$주얼리$목걸이$은목걸이
38245,블루투스 코인 노래방기기 자동차 무선 노래반주기,50001973,디지털/가전,음향가전,노래반주기,N,디지털/가전$음향가전$노래반주기$N
38246,[진진메이드] 14k 이니셜 반지,50004149,패션잡화,주얼리,반지,14K반지,패션잡화$주얼리$반지$14K반지
38247,[기타] 쿠캣 발라즈 바닐라빈 치즈케이크 바치케,50013280,식품,과자/베이커리,케이크,N,식품$과자/베이커리$케이크$N
38248,스텐 반죽밀대 31 만두피 베이킹 제과 롤링밀대,50004818,생활/건강,주방용품,제과/제빵용품,밀대,생활/건강$주방용품$제과/제빵용품$밀대
38249,프린터공유기 프린터선택기 네이비 Z201 USB 네트워크 프린터 서버 공유기,50001510,디지털/가전,네트워크장비,프린터공유기,N,디지털/가전$네트워크장비$프린터공유기$N
38250,조던 라이즈 농구바지 다이아몬드 반바지 블랙/화이트/레드/그레이,50005249,스포츠/레저,농구,농구의류,N,스포츠/레저$농구$농구의류$N
38251,명진 세금계산서 NCR 용지 양식 서식지 사무용 실 NCR지,50003735,생활/건강,문구/사무용품,용지,양식/서식지,생활/건강$문구/사무용품$용지$양식/서식지
38252,DOZ-S10CM DOZ-S06CM 대우 에어컨리모컨100,50006836,디지털/가전,계절가전,에어컨주변기기,에어컨 리모콘,디지털/가전$계절가전$에어컨주변기기$에어컨리모콘
38253,시스템 사각 LED직부등 센서등 15w 삼성칩 베란다 펜트리 복도 조명,50003339,가구/인테리어,인테리어소품,조명,현관조명,가구/인테리어$인테리어소품$조명$현관조명
38254,애플망고 페루 태국골드망고 겨울과일 제철과일 선물세트 코스트코 칼립소 설 명절 2kg,50002187,식품,농산물,과일,망고,식품$농산물$과일$망고
38255,파운드종이몰드 50매입 크라프트 플럼피종이몰드,50004813,생활/건강,주방용품,제과/제빵용품,유산지/베이킹컵,생활/건강$주방용품$제과/제빵용품$유산지/베이킹컵
38256,[기타] 웨딩드레스 차렵이불 S,50000970,가구/인테리어,침구단품,차렵이불,N,가구/인테리어$침구단품$차렵이불$N
38257,바이오클퓨어 살균소독스프레이 리필용 2L 4L 6L,50000613,출산/육아,위생/건강용품,제균스프레이,N,출산/육아$위생/건강용품$제균스프레이$N
38258,켈리몰 애견과일 강아지옷 코스튬 코스프레옷,50006732,생활/건강,반려동물,패션용품,한복,생활/건강$반려동물$패션용품$한복
38259,1300K  여름 쿨매트 시어서커 헤링 러그 150x200cm,50000981,가구/인테리어,카페트/러그,러그,N,가구/인테리어$카페트/러그$러그$N
38260,오디오테크니카 공식수입원 AT6013a 듀얼 액션 정전기 방지 브러시,50001967,디지털/가전,음향가전,턴테이블,N,디지털/가전$음향가전$턴테이블$N
38261,다이쏘 스토어 딩딩링 스피드반지 어린이 초등 학생 보드 게임 보드게임 장난감,50004220,출산/육아,완구/매트,감각발달완구,링쌓기/컵쌓기,출산/육아$완구/매트$감각발달완구$링쌓기/컵쌓기
38262,ALL SUN 해수염도계 앵조사 어장 EM-2230K010100,50003430,생활/건강,공구,측정공구,염도계,생활/건강$공구$측정공구$염도계
38263,리스테린 포켓미스트 포켓팩 쿨민트 후레쉬버스트 필름 스프레이 무료배송,50001933,생활/건강,구강위생용품,구강청정제/가글,N,생활/건강$구강위생용품$구강청정제/가글$N
38264,바이크케어 자전거 프레임 클리너 세척제 500ml,50002841,스포츠/레저,자전거,자전거용품,세척제,스포츠/레저$자전거$자전거용품$세척제
38265,Hershey Chocolate Syrup 허쉬 초코 초콜릿 시럽 3.4k,50013580,식품,잼/시럽,초코시럽,N,식품$잼/시럽$초코시럽$N
38266,도서 잡지 서류 문서 정리 플라스틱 파일 박스,50007708,생활/건강,문구/사무용품,데스크용품,서류꽂이/서류받침대,생활/건강$문구/사무용품$데스크용품$서류꽂이/서류받침대
38267,대형 음식점 업소 깨스 누출 경보기 LNG LPG,50002711,생활/건강,생활용품,보안용품,경보기,생활/건강$생활용품$보안용품$경보기
38268,럭셔리 아기 유모차 3 in 1 안정적인 알루미늄 프레임 휴대용 유모차 유모차 신생아 요람 무료 배송,50005407,출산/육아,유모차,유모차/카시트 세트,N,출산/육아$유모차$유모차/카시트세트$N
38269,국산 냉온수기 크로바 크로버 B10A 물통 총판,50002590,디지털/가전,주방가전,정수기,냉온수기,디지털/가전$주방가전$정수기$냉온수기
38270,각파이프 마감캡 조절발 사각 원형 테이블 가구다리발 층간소음방지,50003307,가구/인테리어,DIY자재/용품,가구부속품,가구다리,가구/인테리어$DIY자재/용품$가구부속품$가구다리
38271,토오픈힐 웨지힐 펌프스 토오픈 여자구두 통굽 205605,50003828,패션잡화,여성신발,힐/펌프스,토오픈힐,패션잡화$여성신발$힐/펌프스$토오픈힐
38272,고온살균 물걸레 청소기 스팀청소기 기름때 청소 전기,50002351,디지털/가전,생활가전,청소기,스팀청소기,디지털/가전$생활가전$청소기$스팀청소기
38273,화이트캄파 100 0239,50006956,생활/건강,생활용품,해충퇴치용품,방충제,생활/건강$생활용품$해충퇴치용품$방충제
38274,대림비앤코 모던그레이 슬라이딩 거실욕실 리모델링,50008208,가구/인테리어,DIY자재/용품,리모델링,욕실/바스,가구/인테리어$DIY자재/용품$리모델링$욕실/바스
38275,글로스브로 타이어클린 타이어 휠 세정제,50003949,생활/건강,자동차용품,세차용품,타이어세정광택제,생활/건강$자동차용품$세차용품$타이어세정광택제
38276,[록시땅][현대미아점] 록시땅 [기프트] 버베나 바디 케어 세트 (샤워젤 + 바디로션),50000296,화장품/미용,바디케어,바디케어세트,N,화장품/미용$바디케어$바디케어세트$N
38277,[답례품] 누리3종무광캡 비데용물티슈 도매 인쇄 판촉 기념품,50009640,출산/육아,물티슈,기능성물티슈,비데용,출산/육아$물티슈$기능성물티슈$비데용
38278,컬러 빨래집게 20P 세탁집게 신발집게,50002039,생활/건강,세탁용품,빨래집게,N,생활/건강$세탁용품$빨래집게$N
38279,마란츠 PM-7000N + 쿼드(Quad) S-5 하이파이오디오,50002319,디지털/가전,음향가전,오디오,분리형오디오,디지털/가전$음향가전$오디오$분리형오디오
38280,진공 쌀통 냉장고 보관 항아리 저장고 밀폐 계량 방습,50002567,디지털/가전,주방가전,전용냉장고,쌀냉장고,디지털/가전$주방가전$전용냉장고$쌀냉장고
38281,아미먼트 스노우 울 캐시미어 니트장갑 지문인식 장갑,50000551,패션잡화,장갑,여성장갑,N,패션잡화$장갑$여성장갑$N
38282,"에스테티카 데미지케어샴푸/컨디셔너 1000ml (컬러,펌모발용)",50000305,화장품/미용,헤어케어,헤어케어세트,N,화장품/미용$헤어케어$헤어케어세트$N
38283,우리파파 12V-24V 에어혼모터 나팔혼모터 나팔혼 공기펌프,50004128,생활/건강,자동차용품,튜닝용품,혼,생활/건강$자동차용품$튜닝용품$혼
38284,너트리 오징어실채 1kg 국내가공,50004746,식품,수산물,건어물,진미채,식품$수산물$건어물$진미채
38285,미뇽 슈어폽 강아지 팩 피부 각질 머드팩 보습 저자극 진정,50006663,생활/건강,반려동물,미용/목욕,샴푸/린스/비누,생활/건강$반려동물$미용/목욕$샴푸/린스/비누
38286,반려견 침대 대형견 실내 쿠션 소파 베드 해먹 방석,50008468,생활/건강,반려동물,리빙용품,침대/해먹,생활/건강$반려동물$리빙용품$침대/해먹
38287,영상편집 4K HDMI캡쳐보드 화면녹화 스트리밍 실시간 개인방송 NX1060,50002979,디지털/가전,멀티미디어장비,영상편집카드,영상편집,디지털/가전$멀티미디어장비$영상편집카드$영상편집
38288,에어컨 통합 공용 모든 리모컨 TB 500 1세트 10개 - 에어컨 에어컨 주변기기,50006836,디지털/가전,계절가전,에어컨주변기기,에어컨 리모콘,디지털/가전$계절가전$에어컨주변기기$에어컨리모콘
